# 40m seismic noise from elog
# Charles
# 2013-06-28
# https://nodus.ligo.caltech.edu:8081/40m/8786
# Frequency__Hz, Mean_Displacement__m_per_rtHz, stdev_Displacement__m_per_rtHz
20.3010157407407, 5.94010398040662e-11, 2.23158933023356e-11
20.508047, 6.20013651362792e-11, 2.1328860238018e-11
20.7170313818182, 5.93600605850959e-11, 2.15087048202517e-11
20.9279688727273, 5.86804264339673e-11, 2.17370147727059e-11
21.1408595, 5.06587587059313e-11, 1.78822266950221e-11
21.35570325, 6.03242903283163e-11, 2.71880896463252e-11
21.572500122807, 4.60352140719977e-11, 1.87072379748156e-11
21.7932032413793, 4.02070260496046e-11, 1.67325048165605e-11
22.0158595, 4.13193188186245e-11, 1.40833424649565e-11
22.2404688813559, 4.35540782198652e-11, 1.73557809512694e-11
22.4670313728814, 5.60507303505965e-11, 2.47629358119117e-11
22.695547, 5.11336969316436e-11, 1.77351363970579e-11
22.92601575, 4.49854160061812e-11, 1.43076649878329e-11
23.1584376229508, 3.51105868364445e-11, 9.94229035685809e-12
23.3947657419355, 3.00763436820446e-11, 6.33585616329204e-12
23.633047, 3.15547889125288e-11, 8.67590312868625e-12
23.8732813809524, 2.90905215536518e-11, 6.64631895294816e-12
24.117422, 3.11163950762364e-11, 1.17421804425997e-11
24.36351575, 4.82445735806286e-11, 2.71625872353182e-11
24.6115626307692, 3.67200939815489e-11, 2.2367294893499e-11
24.8615626307692, 4.02472436112968e-11, 2.96562064660342e-11
25.1135157575758, 3.88531913209391e-11, 2.65674405097179e-11
25.369375119403, 4.43987256792573e-11, 3.76322468153316e-11
25.6271876268657, 4.79873825511665e-11, 4.13348051932421e-11
25.88695325, 3.29591243638811e-11, 2.10088768805504e-11
26.1506251304348, 2.84058792162435e-11, 1.50774939929886e-11
26.4162501304348, 2.68378580116112e-11, 1.35422371288736e-11
26.6838282571429, 2.64644376074406e-11, 1.56333581421346e-11
26.9553126197183, 2.60565644503484e-11, 1.60999813201274e-11
27.23070325, 2.85947087244563e-11, 1.7783835577959e-11
27.508047, 2.25032345390418e-11, 1.18275858485227e-11
27.7873438767123, 3.11310207463209e-11, 1.59742757651468e-11
28.070547, 2.50254320945893e-11, 9.52003113876379e-12
28.3557032432432, 2.02257241564826e-11, 7.22344010549548e-12
28.6428126266667, 2.19228633340221e-11, 8.74739862204185e-12
28.93382825, 2.60457751307544e-11, 7.36367327454627e-12
29.2287501298701, 1.36521535665414e-10, 8.51014780671038e-11
29.5256251298701, 6.72452819238185e-11, 3.61427269647458e-11
29.8244532564103, 1.01515340611363e-10, 3.52244616604377e-11
30.1271876202532, 3.46174908746779e-11, 1.72907305234474e-11
30.43382825, 2.16300421073254e-11, 1.08547258488931e-11
30.7443751234568, 1.50258711980516e-11, 7.06563120811983e-12
31.0568751234568, 3.02843118690656e-11, 2.00302957070877e-11
31.3713282439024, 1.57800368344984e-11, 8.96327565665248e-12
31.689687626506, 1.83483751833022e-11, 1.06732098958648e-11
32.0119523095238, 1.34119474185872e-11, 6.81172184157902e-12
32.3381233764706, 1.50501499219805e-11, 6.44435305038158e-12
32.6682015, 1.24489980698692e-11, 4.56625636293262e-12
33.0002327441861, 1.13494128429874e-11, 3.54055807707954e-12
33.3342171264368, 1.80025525322345e-11, 9.13889358467003e-12
33.67210775, 1.3106220937796e-11, 6.97523484614568e-12
34.0139046292135, 1.77689389692001e-11, 8.64512944615152e-12
34.3596077555556, 2.21794626486569e-11, 9.88329237244493e-12
34.7092171208791, 1.11982591160909e-11, 4.55284999473806e-12
35.06273275, 1.62383981023904e-11, 6.88923829013721e-12
35.4201546236559, 1.28455234006059e-11, 5.66527634545107e-12
35.7814827446809, 1.12876325088994e-11, 6.19592930920854e-12
36.144764, 1.73616828771532e-11, 9.45699706413394e-12
36.5099983789474, 1.17172851663571e-11, 6.82096595353591e-12
36.879139, 9.65527538681933e-12, 5.72821861148696e-12
37.2521858762887, 1.49124204364797e-11, 6.75541588330347e-12
37.629139, 7.12607901180781e-12, 2.31812009788087e-12
38.0099983737374, 9.40398088945763e-12, 4.04344600457784e-12
38.394764, 1.7783678218521e-11, 9.58138116425158e-12
38.7834358712871, 7.987583508227e-12, 3.09024224024363e-12
39.176014, 1.31980610120411e-11, 6.09450403036262e-12
39.5724983786408, 8.14263143655122e-12, 3.54041968548163e-12
39.972889, 7.97954088988586e-12, 3.48583960518802e-12
40.3771858761905, 1.85268907521454e-11, 7.42455226338827e-12
40.785389, 6.56928034850555e-12, 2.53452256124397e-12
41.1974983738318, 6.60649603796678e-12, 2.3619047406083e-12
41.6154671284404, 6.97261383078348e-12, 2.84490279373957e-12
42.0392952545455, 7.11927926356233e-12, 2.77877366018117e-12
42.4670296216216, 6.36480960205227e-12, 1.73847617658469e-12
42.89867025, 6.12040820120244e-12, 1.85788845387318e-12
43.3342171238938, 1.11559480449249e-11, 2.56770125041383e-12
43.773670245614, 5.31603829374149e-12, 2.60484091017316e-12
44.217029626087, 7.38751618829682e-12, 2.43130508074879e-12
44.66429525, 1.14156979324298e-11, 9.17811988442694e-12
45.1174202542373, 9.55259210125401e-12, 5.10424893060176e-12
45.5764046218488, 3.40617769598298e-12, 1.16264032120326e-12
46.03929525, 3.80409081575645e-12, 1.65367200380274e-12
46.506092123967, 4.30058420947021e-12, 1.64665570223381e-12
46.9767952459016, 2.98667618332151e-12, 1.38086080673036e-12
47.45335775, 4.76359679719149e-12, 1.95797179475785e-12
47.935779624, 2.88289708675004e-12, 1.30597806175077e-12
48.4221077460318, 3.61287793491057e-12, 1.42559443318559e-12
48.9123421259843, 2.67313812666524e-12, 1.21817090506574e-12
49.408435875969, 2.67701169544172e-12, 1.28323944097289e-12
49.910389, 3.41205320365492e-12, 1.96724961263624e-12
50.4162483740458, 2.70235438099922e-12, 1.15254382131925e-12
50.9279671278196, 2.24844703682235e-12, 8.19541741730385e-13
51.4455452537314, 3.04390788493057e-12, 1.22841121236252e-12
51.9670296222222, 1.79846985415916e-12, 6.51861455694625e-13
52.4943733722628, 2.42461643004606e-12, 7.88641040316752e-13
53.0275765, 2.95243368715889e-12, 1.07276143024564e-12
53.5646858776978, 2.99909267765533e-12, 7.77634392326656e-13
54.1076546241135, 2.42591857157689e-12, 6.70957935538711e-13
54.6564827464789, 1.82130811137762e-12, 5.24779451072705e-13
55.21117025, 3.22949418836248e-12, 7.73804114542464e-13
55.7717171241379, 2.54233990309457e-12, 7.94173438244174e-13
56.3361702465754, 3.80972554641547e-12, 7.54058911976961e-13
56.90648275, 6.14530284360221e-12, 3.45937666525871e-12
57.4826546241611, 2.0295867268238e-12, 8.38242691434711e-13
58.0646858741722, 2.13371283467966e-12, 7.64657730659153e-13
58.6525765, 4.67741320401929e-12, 2.96196792741683e-12
59.2463265, 3.51061050886107e-12, 1.34791243396241e-12
59.8459358774194, 2.82518935009469e-12, 1.4288859352113e-12
60.4514046242038, 1.20278434058402e-12, 4.18552209074464e-13
61.0646858742138, 1.04384971818606e-12, 4.06578051041817e-13
61.6838265, 9.77806536158925e-13, 3.89852406608544e-13
62.3088265, 1.06073473625913e-12, 4.2424099721811e-13
62.9396858773006, 1.08154159255382e-12, 3.9752617241192e-13
63.5764046242424, 1.74851215630274e-12, 5.6535968745045e-13
64.2209390179641, 1.14829336989099e-12, 4.08673638171205e-13
64.87133025, 1.24605060752887e-12, 3.8272535002861e-13
65.5275802470588, 1.24735210059186e-12, 3.50792503887991e-13
66.19164275, 1.21746156051595e-12, 3.25376273380631e-13
66.8635177471264, 2.19901965097012e-12, 7.80545957552184e-13
67.5412521257143, 1.91491376614841e-12, 5.67019195850633e-13
68.2248458757062, 1.7413595748235e-12, 3.23370908023777e-13
68.916252122905, 1.22418337968512e-12, 1.31948089753889e-13
69.6154708729282, 1.10052987081313e-12, 2.64460284005851e-13
70.320549, 1.06757384745811e-12, 1.05801871637937e-13
71.0314865, 1.4110867784759e-12, 1.65542131388335e-13
71.7502365, 9.63274574992303e-13, 3.65625961434329e-14
72.476799, 1.13335913666052e-12, 5.32524246149662e-14
73.211174, 8.31372320949985e-13, 1.21218580501276e-13
73.9533615, 7.88953307830551e-13, 1.16507215475369e-13
74.7033615, 8.19577369694217e-13, 9.1177844263189e-14
75.461174, 7.71966679912094e-13, 1.04329045344098e-13
76.226799, 1.00278116941101e-12, 8.32048889966325e-14
77.0002365, 7.05994062499168e-13, 1.1227616348036e-13
77.7814865, 7.48625331342673e-13, 7.17232469633171e-14
78.570549, 9.2994983154952e-13, 7.97162436418499e-14
79.367424, 8.75943734308441e-13, 3.32448831291008e-14
80.1721115, 1.06199119963156e-12, 6.0004921659667e-14
80.9846115, 8.15035046771049e-13, 8.82118590911817e-14
81.804924, 8.25024815609052e-13, 9.50521106225512e-14
82.633049, 7.23055745310311e-13, 1.31213903681747e-13
83.4689865, 7.55248976583681e-13, 9.99717355029495e-14
84.3127365, 8.37713254842368e-13, 6.92778358399743e-14
85.1662521266968, 7.93519893091787e-13, 8.58604212650953e-14
86.0295333766816, 7.25519808410247e-13, 9.87158316668312e-14
86.9006271244445, 1.33428844234133e-12, 9.41752318116322e-14
87.7795333744493, 9.06570645891613e-13, 3.90732991303057e-14
88.6682052521739, 6.62677782147841e-13, 1.58390882094329e-13
89.56664275, 8.42068484520058e-13, 1.12822593740271e-13
90.4728927521368, 7.57260127946219e-13, 1.32780903759629e-13
91.3889083755274, 6.77314134353669e-13, 9.58468516136862e-14
92.314689623431, 6.89222574489383e-13, 9.04034345748356e-14
93.248283373444, 6.01093243487787e-13, 7.95374849095358e-14
94.19164275, 6.4960388386297e-13, 6.1516440606133e-14
95.1447677479675, 6.65810619552026e-13, 4.02611236170665e-14
96.107658373494, 6.44866054602205e-13, 1.07833663406863e-13
97.080314625498, 6.73124677723914e-13, 1.19633258343572e-13
98.0627365, 6.9783551347823e-13, 1.33294858162097e-13
99.054924, 7.21230054082966e-13, 1.486741406353e-13
